,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
2364,2015-03-17,2015,1,2015-03-17,DVI Radiologia,Radiologia Odontológica  Marechal Deodoro,0.6,0.19,Sim,São Carlos,RA Central,Inauguração de clínica de radiologia odontológica,8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica,8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica,Implantação,2015 - 2020,7,600000.0,190000.0,1,P,Serviços,15,0,14
2365,2015-02-03,2015,1,2015-02-03,Ecoprime,David Bazogli Serviços,0.35,0.11,Sim,São Carlos,RA Central,Abertura de lavanderia no Shopping Iguatemi São Carlos.,"9601-7 - Lavanderias, tinturarias e toalheiros","8219-9 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo",Implantação,2014 - 2014,7,350000.0,110000.0,1,P,Serviços,15,0,14
2366,2015-02-26,2015,1,2015-02-26,Sabesp,Cia. de Saneamento Básico do Estado de São Paulo - Sabesp,160.0,56.82,Sim,Franca,RA Franca,Construção de sistema de captação de agua do rio Sapucaí Mirim,"3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação,2012 - 2016,5,160000000.0,56820000.0,7,GG,Infraestrutura,31,1,42
2367,2015-01-24,2015,1,2015-01-24,Serviço Social do Comércio - Sesc,Serviço Social do Comércio - Sesc,120.0,45.56,Sim,Franca,RA Franca,"Construção do centro educacional, cultural e desportivo",8599-6 - Atividades de ensino não especificadas anteriormente,8800-6 - Serviços de assistência social sem alojamento,Implantação,2015 - 2019,7,120000000.0,45560000.0,7,GG,Serviços,31,1,-1
2368,2015-02-19,2015,1,2015-02-19,Santa Casa de Franca,Fundação Santa Casa de Misericórdia de Franca / ACEF,0.15,0.05,Sim,Franca,RA Franca,Inauguração de ambulatório escola,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantação,... - 2015,7,150000.0,50000.0,1,P,Serviços,31,0,25
2369,2015-08-01,2015,1,2015-08-01,Associação dos Pais e Amigos dos Excepcionais - APAE,Associação dos Pais e Amigos dos Excepcionais - APAE,0.22,0.08,Sim,Franca,RA Franca,Inauguração de centro especializado em reabilitação físico e mental,"8650-0 - Atividades de profissionais da área de saúde, exceto médicos e odontólogos",9430-8 - Atividades de associações de defesa de direitos sociais,Implantação,2014 - 2015,7,220000.0,80000.0,1,P,Serviços,31,0,25
2370,2015-03-21,2015,1,2015-03-21,Cooperativa Nacional Agro Industrial - Coonai,Cooperativa Nacional Agro Industrial - Coonai,2.0,0.64,Sim,Patrocínio Paulista,RA Franca,Construção de fabrica de leite pasteurizado,1051-1 - Preparação do leite,4631-1 - Comércio atacadista de leite e laticínios,Implantação,2015 - 2015,3,2000000.0,640000.0,3,M,Indústria,31,2,9
2371,2015-02-15,2015,1,2015-02-15,Lar da Criança de Marília,Tauste Supermercados,0.16,0.06,Sim,Marília,RA Marília,Reforma da cozinha e outras dependências da creche.,8511-2 - Educação infantil - creche,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Ampliação/Modernização,2015 - 2015,7,160000.0,60000.0,1,P,Serviços,29,0,25
2372,2015-02-13,2015,1,2015-02-13,CPFL Santa Cruz,Companhia Luz e Força Santa Cruz,5.0,1.78,Sim,Ourinhos,RA Marília,Ampliação de uma subestação de energia elétrica,3514-0 - Distribuição de energia elétrica,3514-0 - Distribuição de energia elétrica,Ampliação,2015 - 2015,5,5000000.0,1780000.0,3,M,Infraestrutura,29,0,37
2373,2015-03-21,2015,1,2015-03-21,Hospital Regional do Câncer da Santa Casa de Misericórdia de Presidente Prudente,Fundação Hospital Regional do Câncer da Santa Casa da Misericórdia de Presidente Prudente,45.0,14.33,Sim,Presidente Prudente,RA Presidente Prudente,Construção de hospital,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação,2015 - 2015,7,45000000.0,14330000.0,5,G,Serviços,33,1,23
2374,2015-06-02,2015,1,2015-06-02,Aerocenter,"Aerocenter Importação, Exportação, Manutenção e Peças",0.25,0.09,Sim,Jaboticabal,RA Ribeirão Preto,"Construção de oficina da empresa de aviação agrícola, manutenção e comércio de aeronaves no aeroporto de Jaboticabal",3316-3 - Manutenção e reparação de aeronaves,"4669-9 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",Implantação,2014 - 2015,7,250000.0,90000.0,1,P,Serviços,21,0,14
2375,2015-02-03,2015,1,2015-02-03,Bar do Alemão,Bar do  Alemão de São Paulo Consulado de Itu,2.5,0.8,Sim,Ribeirão Preto,RA Ribeirão Preto,Inauguração de bar e restaurante no Shopping Alemão,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2015 - 2015,7,2500000.0,800000.0,3,M,Serviços,21,0,4
2376,2015-04-03,2015,1,2015-04-03,Escolinha Guga,Adriano Ferreira Esportes e Eventos,0.08,0.02,Sim,Ribeirão Preto,RA Ribeirão Preto,Abertura de escola de tênis dentro do colégio Liceu Alert-Sabin.,8591-1 - Ensino de esportes,9319-1 - Atividades esportivas não especificadas anteriormente,Implantação,2015 - 2015,7,80000.0,20000.0,1,P,Serviços,21,0,14
2377,2015-02-13,2015,1,2015-02-13,Santos Brasil,Santos Brasil Participações,1276.0,453.11,Sim,Guarujá,RA Santos,Modernização das instalações portuárias.,5231-1 - Gestão de portos e terminais,5231-1 - Gestão de portos e terminais,Ampliação,2015 - 2019,5,1276000000.0,453110000.0,7,GG,Infraestrutura,7,1,8
2378,2015-10-03,2015,1,2015-10-03,Rumo Logística,Rumo Logística Operadora Multimodal,315.0,100.34,Sim,Santos,RA Santos,Ampliação e unificação dos terminais de carga no porto de Santos,5231-1 - Gestão de portos e terminais,5231-1 - Gestão de portos e terminais,Ampliação/Modernização,2015 - 2036,5,315000000.0,100340000.0,7,GG,Infraestrutura,7,1,8
2379,2015-03-27,2015,1,2015-03-27,Companhia Docas do Estado de São Paulo - Codesp,Companhia Docas do Estado de São Paulo - Codesp,395.0,125.83,Sim,Santos,RA Santos,Aprofundamento e manutenção dos canais de acessos ao porto de Santos,5231-1 - Gestão de portos e terminais,5231-1 - Gestão de portos e terminais,Ampliação,2015 - 2019,7,395000000.0,125830000.0,7,GG,Serviços,7,1,16
2380,2015-03-18,2015,1,2015-03-18,Embraport,Empresa Brasileira de Terminais Portuários - Embraport,1.5,0.48,Sim,Santos,RA Santos,Construção de equipamentos de saúde e lazer,8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos,5231-1 - Gestão de portos e terminais,Ampliação,2015 - 2015,7,1500000.0,480000.0,3,M,Serviços,7,0,4
2381,2015-11-03,2015,1,2015-11-03,Hospital Emílio Carlos,Fundação Padre Albino,0.14,0.04,Sim,Catanduva,RA São José do Rio Preto,Reforma e compra de equipamentos para a Ala C2 Par do hospital,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,... - 2015,7,140000.0,40000.0,1,P,Serviços,17,0,14
2382,2015-03-17,2015,1,2015-03-17,"Cooperativa Social de Coleta Seletiva,Beneficiamento e Transformação de Materiais Recicláveis - Cooperlagos","Cooperativa Social de Coleta Seletiva,Beneficiamento e Transformação de Materiais Recicláveis - Cooperlagos",0.02,0.0,Sim,São José do Rio Preto,RA São José do Rio Preto,Compra de carro elétrico para a cooperativa de material reciclável,3811-4 - Coleta de resíduos não-perigosos,3811-4 - Coleta de resíduos não-perigosos,Modernização,2015 - 2015,5,20000.0,0.0,1,P,Infraestrutura,17,0,27
2383,2015-01-13,2015,1,2015-01-13,Shopping Iguatemi São José do Rio Preto,Jereissatti Participações,10.0,3.8,Sim,São José do Rio Preto,RA São José do Rio Preto,Construção de acesso a rodovia BR - 153,4212-0 - Construção de obras-de-arte especiais,6462-0 - Holdings de instituições não-financeiras,Ampliação,2014 - 2015,5,10000000.0,3800000.0,5,G,Infraestrutura,17,1,5
