,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
347,2019-10-04,2019,2,2019-10-04,Santos Brasil,Santos Brasil Logística,1300.0,333.68,Sim,Guarujá,RA Santos,"Ampliação instalações do cais, a modernização e expansão da frota de equipamentos portuários no Tecon Santos",5231-1 - Gestão de portos e terminais,4930-2 - Transporte rodoviário de carga,Ampliação/Modernização,2019 - 2031,5,1300000000.0,333680000.0,7,GG,Infraestrutura,7,1,8
348,2019-05-28,2019,2,2019-05-28,N4 Telecom,N4 Telecomunicações,2.5,0.62,Sim,São José do Rio Preto,RA São José do Rio Preto,Abertura sede  de empresa de telefonia empresarial,6190-6 - Outras atividades de telecomunicações,4751-2 - Comércio varejista especializado de equipamentos e suprimentos de informática,Implantação,2019 - 2019,5,2500000.0,620000.0,3,M,Infraestrutura,17,0,2
349,2019-05-29,2019,2,2019-05-29,Shopping Cidade Norte,Associação de Lojistas do Shopping Cidade Norte,10.0,2.5,Sim,São José do Rio Preto,RA São José do Rio Preto,Expansão centro de compras com quadra poliesportiva e ampliação de praça de alimentação,6822-6 - Gestão e administração da propriedade imobiliária,9411-1 - Atividades de organizações associativas patronais e empresariais,Ampliação,2019 - 2020,7,10000000.0,2500000.0,5,G,Serviços,17,1,15
350,2019-05-29,2019,2,2019-05-29,Uniterp,Centro Educacional Michelin,1.2,0.3,Sim,São José do Rio Preto,RA São José do Rio Preto,Inauguração centro educacional para cursos técnicos,8541-4 - Educação profissional de nível técnico,8541-4 - Educação profissional de nível técnico,Implantação,2019 - 2019,7,1200000.0,300000.0,3,M,Serviços,17,0,4
351,2019-01-06,2019,2,2019-01-06,Sistema Brasileiro de Televisão - SBT,Sistema Brasileiro de Televisão - SBT,3.5,0.91,Sim,São José do Rio Preto,RA São José do Rio Preto,"Inauguração instalações Novas instalações do SBT no interior, cidade de São José do Rio Preto, novos estúdios e prédio.",6021-7 - Atividades de televisão aberta,6021-7 - Atividades de televisão aberta,Implantação,2019 - 2019,7,3500000.0,910000.0,3,M,Serviços,17,0,4
352,2019-05-21,2019,2,2019-05-21,Companhia Brasileira de Alumínio - CBA,Companhia Brasileira de Alumínio,300.0,74.98,Sim,Alumínio,RA Sorocaba,Implantação projeto  de processamento a seco do resíduo da produção de alumina,2441-5 - Metalurgia do alumínio e suas ligas,2441-5 - Metalurgia do alumínio e suas ligas,Ampliação,2019 - 2020,3,300000000.0,74980000.0,7,GG,Indústria,13,3,17
353,2019-05-23,2019,2,2019-05-23,Rodovias do Tietê,Concessionária Rodovias do Tietê,2.0,0.5,Sim,Botucatu,RA Sorocaba,Recapeamento trecho  da avenida Alcides Cagliari - Rodovia Vicinal BTC 260,"5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",Ampliação,2019 - 2019,5,2000000.0,500000.0,3,M,Infraestrutura,13,0,2
354,2019-12-06,2019,2,2019-12-06,Korin,Korin Agropecuária,16.0,4.15,Sim,Ibiúna,RA Sorocaba,Abertura fábrica  de ração com linhas de produção para alimentos transgênicos e orgânicos,1066-0 - Fabricação de alimentos para animais,"1012-1 - Abate de suínos, aves e outros pequenos animais",Implantação,2017 - 2019,3,16000000.0,4150000.0000000005,5,G,Indústria,13,3,7
355,2019-02-05,2019,2,2019-02-05,Havan,Havan Lojas de Departamentos,20.0,5.0,Sim,Itapetininga,RA Sorocaba,"Inauguração loja de departamentos, eletrodomésticos e equipamentos de áudio e vídeo","4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2018 - ...,1,20000000.0,5000000.0,5,G,Comércio,13,3,12
356,2019-12-06,2019,2,2019-12-06,Saneaqua Mairinque,Saneamento Mairinque,15.0,3.89,Sim,Mairinque,RA Sorocaba,"Instalação estação de tratamento de esgoto com tecnologia UBOX,construção de 5,9 km de linhas de recalque para bombeamento de esgoto e 7,4 km de rede coletora com tubulações de grande porte",3701-1 - Gestão de redes de esgoto,"3600-6 - Captação, tratamento e distribuição de água",Ampliação,2019 - 2020,5,15000000.0,3890000.0,5,G,Infraestrutura,13,1,5
357,2019-06-27,2019,2,2019-06-27,Lanxess,Lanxess Indústria de Produtos Químicos e Plásticos,10.0,2.59,Sim,Porto Feliz,RA Sorocaba,"Instalação centro de desenvolvimento de aplicações e suporte técnico, e ampliação da capacidade de produção",7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,2099-1 - Fabricação de produtos químicos não especificados anteriormente,Ampliação/Modernização,2018 - 2019,7,10000000.0,2590000.0,5,G,Serviços,13,1,15
358,2019-04-15,2019,2,2019-04-15,Lojas Cem,Lojas Cem,150.0,38.5,Sim,Salto,RA Sorocaba,"Abertura centro  de distribuição, a segunda unidade, do varejista de especializado de eletrodomésticos e equipamentos de áudio e vídeo",4753-9 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,4753-9 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Implantação,2019 - 2020,1,150000000.0,38500000.0,7,GG,Comércio,13,3,-1
359,2019-03-04,2019,2,2019-03-04,Azul Linhas Aéreas,Azul Linhas Aéreas Brasileiras,779.18,200.0,Sim,Barueri,RM São Paulo,Manutenção motores dos aviões de suas aeronaves Embraer E - 195,5111-1 - Transporte aéreo de passageiros regular,5111-1 - Transporte aéreo de passageiros regular,Ampliação/Modernização,2019 - ...,5,779180000.0,200000000.0,7,GG,Infraestrutura,1,1,8
360,2019-04-29,2019,2,2019-04-29,Plavitec,Plavitec Indústria e Comércio de Adesivos,1.2,0.31,Sim,Cotia,RM São Paulo,Aquisição máquina(s) para fabricação de autoadesivos,2091-6 - Fabricação de adesivos e selantes,"1741-9 - Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",Ampliação,2018 - 2019,3,1200000.0,310000.0,3,M,Indústria,1,2,1
361,2019-05-26,2019,2,2019-05-26,CPTM,Companhia Paulista de Trens Metropolitanos,7.2,1.8,Sim,Diversos municípios-RMSP,RM São Paulo,"Instalação equipamentos para proteção dos usuários, borrachões em 20 plataformas de oito estações",4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2019 - 2020,5,7200000.0,1800000.0,3,M,Infraestrutura,1,0,2
362,2019-04-18,2019,2,2019-04-18,Hirô Izakaya,Leandro Santos de Souza Culinária Japonesa,0.08,0.02,Sim,Guarulhos,RM São Paulo,Inauguração bar especializado em aperitivos da gastronomia japonesa,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2018 - 2019,7,80000.0,20000.0,1,P,Serviços,1,0,14
363,2019-02-05,2019,2,2019-02-05,Assai Atacadista,Companhia Brasileira de Distribuição,50.0,12.5,Sim,Guarulhos,RM São Paulo,"Abertura atacado  de mercearia, alimentos, perecíveis, bazar, embalagens, higiene, bebidas e limpeza na Avenida Miguel Acker","4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente,Implantação,2019 - 2019,1,50000000.0,12500000.0,5,G,Comércio,1,3,12
364,2019-05-16,2019,2,2019-05-16,Só Marcas Shopping Outlet Guarulhos,Roma Empreendimento Comercial,90.0,22.49,Sim,Guarulhos,RM São Paulo,Inauguração Shopping Center tipo outlet especializado em itens esportivos,6822-6 - Gestão e administração da propriedade imobiliária,4110-7 - Incorporação de empreendimentos imobiliários,Implantação,2019 - 2019,7,90000000.0,22490000.0,5,G,Serviços,1,1,15
365,2019-05-16,2019,2,2019-05-16,Chilli Beans,Chilli Beans,0.12,0.03,Sim,Guarulhos,RM São Paulo,"Abertura loja de óculos de sol, relógios, acessórios no Smart Outlet Aeroporto",4774-1 - Comércio varejista de artigos de óptica,4642-7 - Comércio atacadista de artigos do vestuário e acessórios,Implantação,2018 - 2019,1,120000.0,30000.0,1,P,Comércio,1,2,13
366,2019-05-23,2019,2,2019-05-23,EDP Smart,EDP Energias do Brasil,10.0,2.5,Sim,Guarulhos,RM São Paulo,"Implantação unidade a divisão EDP Smart para clientes empresariais e residenciais, com a instalação de sistemas de geração de energia solar",7112-0 - Serviços de engenharia,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Implantação,2019 - 2019,7,10000000.0,2500000.0,5,G,Serviços,1,1,15
367,2019-05-28,2019,2,2019-05-28,GRU Airport,Concessionária do Aeroporto Internacional de Guarulhos,175.0,43.74,Sim,Guarulhos,RM São Paulo,Construção linha  de trem tipo monotrilho para conexão do Aeroporto com a linha 13-Jade da CPTM,4912-4 - Transporte metroferroviário de passageiros,5240-1 - Atividades auxiliares dos transportes aéreos,Ampliação,2019 - 2021,5,175000000.0,43740000.0,7,GG,Infraestrutura,1,1,8
368,2019-05-05,2019,2,2019-05-05,Meu Doutor Novamed,Bradesco Saúde,3.0,0.75,Sim,Guarulhos,RM São Paulo,Inauguração clínica  médica especializada no atendimento primário,8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos,6520-1 - Seguros-saúde,Implantação,2018 - 2019,7,3000000.0,750000.0,3,M,Serviços,1,0,4
369,2019-05-05,2019,2,2019-05-05,Bemis,Bemis do Brasil Indústria e Comércio de Embalagens,3.0,0.75,Sim,Mauá,RM São Paulo,"Abertura centro de inovação de embalagens à base técnica em química de polímeros, extrusão de filmes, revestimento e laminação",7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,8211-3 - Serviços combinados de escritório e apoio administrativo,Implantação,... - 2019,7,3000000.0,750000.0,3,M,Serviços,1,0,4
370,2019-05-25,2019,2,2019-05-25,Rinnai,Rinnai Brasil Tecnologia de Aquecimento,35.0,8.75,Sim,Mogi das Cruzes,RM São Paulo,Instalação sistema  para indústria 4.0 e expansão de empresa de aquecedores,2759-7 - Fabricação de aparelhos eletrodomésticos não especificados anteriormente,2759-7 - Fabricação de aparelhos eletrodomésticos não especificados anteriormente,Ampliação/Modernização,2018 - 2019,3,35000000.0,8750000.0,5,G,Indústria,1,3,7
371,2019-04-25,2019,2,2019-04-25,Bradesco,Banco Bradesco,6000.0,1540.08,Sim,Osasco,RM São Paulo,"Ampliação tecnologia da informação (TI), infraestrutura e capacidade da rede de comunicação de dados","6422-1 - Bancos múltiplos, com carteira comercial","6422-1 - Bancos múltiplos, com carteira comercial",Ampliação/Modernização,2019 - 2019,7,6000000000.0,1540080000.0,7,GG,Serviços,1,1,16
372,2019-05-05,2019,2,2019-05-05,Meu Doutor Novamed,Bradesco Saúde,3.0,0.75,Sim,Santo André,RM São Paulo,Inauguração clínica médica especializada no atendimento primário na Av. Dom Pedro II,8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos,6520-1 - Seguros-saúde,Implantação,2018 - 2019,7,3000000.0,750000.0,3,M,Serviços,1,0,4
373,2019-05-19,2019,2,2019-05-19,Restaurante Dona Tetê,Amicci Alimentos,0.5,0.12,Sim,Santo André,RM São Paulo,Inauguração restaurante com serviços à la carte e buffet,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,... - 2019,7,500000.0,120000.0,1,P,Serviços,1,0,14
374,2019-05-30,2019,2,2019-05-30,Centro Logístico Campo Grande,Fazenda Campo Grande Empreendimentos e Participações,780.0,194.94,Sim,Santo André,RM São Paulo,Abertura centro logístico  para transporte ferroviário de cargas,5250-8 - Atividades relacionadas à organização do transporte de carga,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Implantação,2016 - ...,5,780000000.0,194940000.0,7,GG,Infraestrutura,1,1,8
375,2019-05-30,2019,2,2019-05-30,Cooperativa de Consumo - Coop,Cooperativa de Consumo,17.0,4.25,Sim,Santo André,RM São Paulo,Inauguração supermercado de mercadorias em geral,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2019 - 2019,1,17000000.0,4250000.0,5,G,Comércio,1,3,12
376,2019-06-28,2019,2,2019-06-28,MRS Logística,MRS Logística,1.3,0.34,Sim,Santo André,RM São Paulo,Reforma instalações da Vila Histórica de Santo André,"9102-3 - Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares",4911-6 - Transporte ferroviário de carga,Ampliação/Modernização,2019 - 2021,5,1300000.0,340000.0,3,M,Infraestrutura,1,0,2
377,2019-05-15,2019,2,2019-05-15,Sabesp,Cia. de Saneamento Básico do Estado de São Paulo,1539.0,384.63,Sim,Santo André,RM São Paulo,"Manutenção sistema ampliação, modernização do serviço de abastecimento de água e tratamento de esgoto com a concessão desses serviços e melhorias ambientais","3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação/Modernização,2019 - 2059,5,1539000000.0,384630000.0,7,GG,Infraestrutura,1,1,8
378,2019-05-05,2019,2,2019-05-05,Termomecânica,Termomecânica São Paulo,80.0,19.99,Sim,São Bernardo do Campo,RM São Paulo,Ampliação fábrica  e aquisição de equipamentos e tecnologias para produção de alumínio,2441-5 - Metalurgia do alumínio e suas ligas,2443-1 - Metalurgia do cobre,Ampliação,2018 - 2021,3,80000000.0,19990000.0,5,G,Indústria,1,3,7
379,2019-05-05,2019,2,2019-05-05,Meu Doutor Novamed,Bradesco Saúde,3.0,0.75,Sim,São Bernardo do Campo,RM São Paulo,Inauguração clínica médica especializada no atendimento primário na Av. Lucas Nogueira Garcez,8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos,6520-1 - Seguros-saúde,Implantação,2018 - 2019,7,3000000.0,750000.0,3,M,Serviços,1,0,4
380,2019-05-21,2019,2,2019-05-21,Scania,Scania Latin America,1400.0,349.9,Sim,São Bernardo do Campo,RM São Paulo,Modernização fábrica  de caminhões e ônibus,2920-4 - Fabricação de caminhões e ônibus,2920-4 - Fabricação de caminhões e ônibus,Ampliação,2021 - 2024,3,1400000000.0,349900000.0,7,GG,Indústria,1,3,17
381,2019-05-18,2019,2,2019-05-18,Serviço Social do Comércio - Sesc,Serviço Social do Comércio - Sesc,150.0,37.49,Sim,São Bernardo do Campo,RM São Paulo,"Construção centro educacional, cultural e desportivo",8599-6 - Atividades de ensino não especificadas anteriormente,8800-6 - Serviços de assistência social sem alojamento,Implantação,2019 - 2022,7,150000000.0,37490000.0,7,GG,Serviços,1,1,16
382,2019-10-05,2019,2,2019-10-05,Enel Distribuição São Paulo,Eletropaulo Metropolitana Eletricidade de São Paulo,20.0,5.0,Sim,São Bernardo do Campo,RM São Paulo,Inauguração subestação de energia para transmissão de energia elétrica,3512-3 - Transmissão de energia elétrica,3514-0 - Distribuição de energia elétrica,Ampliação/Modernização,2018 - 2019,5,20000000.0,5000000.0,5,G,Infraestrutura,1,1,5
383,2019-01-06,2019,2,2019-01-06,Sabesp,Cia. de Saneamento Básico do Estado de São Paulo,1700.0,440.59,Sim,São Bernardo do Campo,RM São Paulo,"Manutenção sistema ampliação, modernização do serviço de abastecimento de água e tratamento de esgoto pelo período de mais 40 anos","3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação,2019 - 2059,5,1700000000.0,440590000.0,7,GG,Infraestrutura,1,1,8
384,2019-02-04,2019,2,2019-02-04,Texas In Brazil,Texas In Brazil Comércio de Alimentos,0.5,0.13,Sim,São Caetano do Sul,RM São Paulo,Inauguração restaurante especializado em churrasco texano,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2018 - 2019,7,500000.0,130000.0,1,P,Serviços,1,0,14
385,2019-02-04,2019,2,2019-02-04,Nestlé,Nestlé Brasil,50.0,12.83,Sim,São Paulo,RM São Paulo,Inauguração nova sede administrativa da fábrica de produtos alimentícios na zona sul,7010-7 - Sedes de empresas e unidades administrativas locais,1099-6 - Fabricação de produtos alimentícios não especificados anteriormente,Ampliação/Modernização,... - 2019,3,50000000.0,12830000.0,5,G,Indústria,1,3,7
386,2019-04-04,2019,2,2019-04-04,Weel,Weel Bsd Fomento Mercantil,116.88,30.0,Sim,São Paulo,RM São Paulo,"Ampliação plataforma da fintech especializada em antecipação de recebíveis e o desenvolvimento de produtos de crédito, como FIDCs",6491-3 - Sociedades de fomento mercantil - factoring,6491-3 - Sociedades de fomento mercantil - factoring,Ampliação/Modernização,2018 - 2020,7,116880000.0,30000000.0,7,GG,Serviços,1,1,16
387,2019-05-04,2019,2,2019-05-04,Escale,Escale Seo Marketing Digital,87.0,22.33,Sim,São Paulo,RM São Paulo,Expansão empresa de marketing digital e de análise de dados para encontrar consumidores para determinado produto ou serviço e cria as estratégias para fechar negócio,7320-3 - Pesquisas de mercado e de opinião pública,8220-2 - Atividades de teleatendimento,Ampliação,2019 - 2019,7,87000000.0,22330000.0,5,G,Serviços,1,1,15
388,2019-04-13,2019,2,2019-04-13,Jaguar Bar,Jaguar Bar,0.17,0.04,Sim,São Paulo,RM São Paulo,Abertura bar com drinques e comidas especializado em preparos à milanesa,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2018 - 2018,7,170000.0,40000.0,1,P,Serviços,1,0,14
389,2019-04-18,2019,2,2019-04-18,Meu Entrevistador,Associação dos Investidores Anjos da Fundação Getulio Vargas,0.1,0.03,Sim,São Paulo,RM São Paulo,Ampliação plataforma on-line que prepara candidatos para entrevistas de emprego,7810-8 - Seleção e agenciamento de mão-de-obra,7220-7 - Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Ampliação,2018 - 2019,7,100000.0,30000.0,1,P,Serviços,1,0,14
390,2019-04-18,2019,2,2019-04-18,Gupy,Valor Capital Group / Maya Capital,11.5,2.95,Sim,São Paulo,RM São Paulo,Ampliação plataforma de recursos de inteligência artificial em processos de recrutamento,7810-8 - Seleção e agenciamento de mão-de-obra,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação,2019 - ...,7,11500000.0,2950000.0,5,G,Serviços,1,1,15
391,2019-04-25,2019,2,2019-04-25,Dow e Boomera,Boomera Cambé Brasil / Dow Brasil  Indústria e Comércio de Produtos Químicos,1.6,0.41,Sim,São Paulo,RM São Paulo,"Desenvolvimento matéria-prima , uma resina plástica feita com material pós-consumo para diferentes produtos à base de plástico",2031-2 - Fabricação de resinas termoplásticas,2222-6 - Fabricação de embalagens de material plástico / 8211-3 - Serviços combinados de escritório e apoio administrativo,Ampliação,2019 - 2019,3,1600000.0,410000.0,3,M,Indústria,1,2,1
392,2019-04-25,2019,2,2019-04-25,Brain4care,Brain4care,19.48,5.0,Sim,São Paulo,RM São Paulo,"Desenvolvimento equipamento ,um sensor que monitora a pressão intracraniana em segundos procedimento não é invasivo",3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,"4664-8 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",Ampliação/Modernização,2018 - 2020,3,19480000.0,5000000.0,5,G,Indústria,1,3,7
393,2019-04-27,2019,2,2019-04-27,Assai Atacadista,Companhia Brasileira de Distribuição,33.0,8.47,Sim,São Paulo,RM São Paulo,"Inauguração atacado de mercearia, alimentos, perecíveis, bazar, embalagens, higiene, bebidas e limpeza","4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente,Implantação,2019 - 2019,1,33000000.0,8470000.0,5,G,Comércio,1,3,12
394,2019-04-28,2019,2,2019-04-28,Cervejaria Avós,Avós Cervejaria Artesanal,0.4,0.1,Sim,São Paulo,RM São Paulo,"Ampliação cervejaria  artesanal, bar e empório","1113-5 - Fabricação de malte, cervejas e chopes",4723-7 - Comércio varejista de bebidas,Ampliação,2018 - 2018,3,400000.0,100000.0,1,P,Indústria,1,2,21
395,2019-02-05,2019,2,2019-02-05,Rede D'Or São Luiz,Rede D'Or São Luiz Serviços Médicos,350.0,87.47,Sim,São Paulo,RM São Paulo,"Inauguração hospital com especialidade nas áreas de cardiologia, cirurgia, neurologia e oncologia",8610-1 - Atividades de atendimento hospitalar,8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos,Implantação,2019 - 2019,7,350000000.0,87470000.0,7,GG,Serviços,1,1,16
396,2019-05-17,2019,2,2019-05-17,Hirota Food Express,Supermercado Hirota,0.6,0.15,Sim,São Paulo,RM São Paulo,"Inauguração supermercado de mercadorias em geral, em três estações de metrô (quiosques de comida preparada)","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2019 - 2019,1,600000.0,150000.0,1,P,Comércio,1,2,13
397,2019-05-31,2019,2,2019-05-31,Hirota Food Express,Supermercado Hirota,0.48,0.12,Sim,São Paulo,RM São Paulo,Abertura loja de comida pronta com predominância da culinária japonesa no Shopping Parque da Cidade,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2019 - 2019,1,480000.0,120000.0,1,P,Comércio,1,2,13
398,2019-12-06,2019,2,2019-12-06,Closeer,Closeer Tecnologia,0.78,0.2,Sim,São Paulo,RM São Paulo,"Abertura empresa startup de tecnologia, especializada na contratação de profissionais temporários para restaurantes",7820-5 - Locação de mão-de-obra temporária,6202-3 - Desenvolvimento e licenciamento de programas de computador customizáveis,Implantação,2018 - 2019,7,780000.0,200000.0,1,P,Serviços,1,0,14
399,2019-12-06,2019,2,2019-12-06,Metrô,Companhia do Metropolitano de São Paulo,272.0,70.49,Sim,São Paulo,RM São Paulo,"Instalação portas automáticas nas plataformas das 36 estações das linhas 1-azul, 2-verde e 3-vermelha",4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2018 - 2023,5,272000000.0,70490000.0,7,GG,Infraestrutura,1,1,8
400,2019-06-25,2019,2,2019-06-25,CPTM,Companhia Paulista de Trens Metropolitanos,316.7,82.08,Sim,São Paulo,RM São Paulo,Aquisição trem 8 unidades para ligar São Paulo ao Aeroporto de Guarulhos,4912-4 - Transporte metroferroviário de passageiros,4912-4 - Transporte metroferroviário de passageiros,Ampliação/Modernização,2019 - 2019,5,316700000.0,82080000.0,7,GG,Infraestrutura,1,1,8
401,2019-06-27,2019,2,2019-06-27,GeneOne,Diagnósticos da América,60.0,15.55,Sim,São Paulo,RM São Paulo,"Inauguração centro de processamento de exames, com máquinas de sequenciamento genético.",8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica,8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica,Implantação,2018 - 2019,7,60000000.0,15550000.0,5,G,Serviços,1,1,15
402,2019-06-26,2019,2,2019-06-26,Instaviagem,Stviagem Serviços Turísticos Online,2.0,0.52,Sim,São Paulo,RM São Paulo,Ampliação Centro de Operações possibilitando que a empresa atue em todo o Brasil e no Exterior.,7911-2 - Agências de viagens,7911-2 - Agências de viagens,Ampliação,2018 - 2019,7,2000000.0,520000.0,3,M,Serviços,1,0,4
403,2019-06-29,2019,2,2019-06-29,Physics Café,Physics Café,0.2,0.05,Sim,São Paulo,RM São Paulo,Inauguração cafeteria com espaço para palestras e curso relacionados à Física,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2017 - 2019,7,200000.0,50000.0,1,P,Serviços,1,0,14
404,2019-06-15,2019,2,2019-06-15,Passaredo Linhas Aéreas,Passaredo Transportes Aéreos,17.36,4.5,Sim,São Paulo,RM São Paulo,Aquisição aeronave(s)  turboélices ATR72-500 e ampliação de operações no aeroporto de Congonhas,5111-1 - Transporte aéreo de passageiros regular,5111-1 - Transporte aéreo de passageiros regular,Ampliação,2019 - 2019,5,17360000.0,4500000.0,5,G,Infraestrutura,1,1,5
405,2019-03-01,2019,1,2019-03-01,Logum Logística,Logum Logística,1110.0,296.68,Sim,Diversos municípios,Inter-regionais,Construção duto de etanol que ligará a Região Metropolitana de São Paulo até Santos,4940-0 - Transporte dutoviário,4940-0 - Transporte dutoviário,Ampliação/Modernização,2019 - 2022,5,1110000000.0,296680000.0,7,GG,Infraestrutura,3,1,8
406,2019-07-02,2019,1,2019-07-02,General Motors,General Motors do Brasil,7000.0,1880.05,Sim,Diversos municípios,Inter-regionais,Ampliação fábricas de veículos,"2910-7 - Fabricação de automóveis, camionetas e utilitários","2910-7 - Fabricação de automóveis, camionetas e utilitários",Ampliação/Modernização,2020 - 2024,3,7000000000.0,1880050000.0,7,GG,Indústria,3,3,17
407,2019-02-26,2019,1,2019-02-26,AES Tietê,AES Tietê Energia,7.0,1.88,Sim,Diversos municípios,Inter-regionais,"Modernização unidades geradoras de energia elétrica, manutenção e finalização da construção de seus parques solares",3511-5 - Geração de energia elétrica,3511-5 - Geração de energia elétrica,Ampliação/Modernização,2019 - 2023,5,7000000.0,1880000.0,3,M,Infraestrutura,3,0,2
408,2019-02-27,2019,1,2019-02-27,Braspress,Braspress Transportes Urgentes,80.0,21.49,Sim,Diversos municípios,Inter-regionais,"Ampliação empresa especializada em transporte de encomendas e modernização de infraestrutura, tecnologia e renovação parcial de sua frota",4930-2 - Transporte rodoviário de carga,4930-2 - Transporte rodoviário de carga,Ampliação/Modernização,2019 - 2022,5,80000000.0,21490000.0,5,G,Infraestrutura,3,1,5
409,2019-03-20,2019,1,2019-03-20,Raízen Energia,Raízen Energia,2900.0,753.99,Sim,Diversos municípios,Inter-regionais,Ampliação plantio e renovação do canavial para elevar a produtividade dos canaviais e reduzir a idade média na safra 2019/20,0113-0 - Cultivo de cana-de-açúcar,1071-6 - Fabricação de açúcar em bruto,Ampliação/Modernização,2019 - 2020,9,2900000000.0,753990000.0,7,GG,Outros,3,1,30
410,2019-03-20,2019,1,2019-03-20,Raízen Energia,Raízen Energia,2700.0,701.99,Sim,Diversos municípios,Inter-regionais,Ampliação plantio e renovação do canavial para elevar a produtividade dos canaviais e reduzir a idade média na safra 2018-2019,0113-0 - Cultivo de cana-de-açúcar,1071-6 - Fabricação de açúcar em bruto,Ampliação/Modernização,2018 - 2019,9,2700000000.0,701990000.0,7,GG,Outros,3,1,30
411,2019-03-25,2019,1,2019-03-25,AeC Contact Center,AeC Centro de Contatos,30.0,7.8,Sim,Diversos municípios,Inter-regionais,Instalação unidades  de teleatendimento,8220-2 - Atividades de teleatendimento,8220-2 - Atividades de teleatendimento,Implantação,2018 - 2019,7,30000000.0,7800000.0,5,G,Serviços,3,1,15
